fips_code,name,service_area_net_generation_mwh,service_area_gross_generation_mwh,fuel_type,year
0200870,Akiak,,1202,Distillate Fuel Oil,2017
0200870,Akiak,,1201,Distillate Fuel Oil,2018
0200870,Akiak,,931,Distillate Fuel Oil,2019
0200870,Akiak,,997,Distillate Fuel Oil,2020
0200870,Akiak,,225,Distillate Fuel Oil,2021
0201090,Akutan,,249,Distillate Fuel Oil,2001
0201090,Akutan,,537,Distillate Fuel Oil,2002
0201090,Akutan,,13,Water at Hydroelectric Turbine,2002
0201090,Akutan,,574,Distillate Fuel Oil,2003
0201090,Akutan,,2,Water at Hydroelectric Turbine,2003
0201090,Akutan,,529,Distillate Fuel Oil,2004
0201090,Akutan,,535,Distillate Fuel Oil,2005
0201090,Akutan,,528,Distillate Fuel Oil,2006
0201090,Akutan,,104,Water at Hydroelectric Turbine,2006
0201090,Akutan,,609,Distillate Fuel Oil,2007
0201090,Akutan,,1,Water at Hydroelectric Turbine,2007
0201090,Akutan,,666,Distillate Fuel Oil,2008
0201090,Akutan,,568,Distillate Fuel Oil,2009
0201090,Akutan,,13,Water at Hydroelectric Turbine,2009
0201090,Akutan,,603,Distillate Fuel Oil,2010
0201090,Akutan,,501,Distillate Fuel Oil,2011
0201090,Akutan,,42,Water at Hydroelectric Turbine,2011
0201090,Akutan,,367,Distillate Fuel Oil,2012
0201090,Akutan,,365,Water at Hydroelectric Turbine,2012
0201090,Akutan,,530,Distillate Fuel Oil,2013
0201090,Akutan,,87,Water at Hydroelectric Turbine,2013
0201090,Akutan,,659,Distillate Fuel Oil,2014
0201090,Akutan,,285,Distillate Fuel Oil,2015
0201090,Akutan,,2,Water at Hydroelectric Turbine,2015
0201090,Akutan,,465,Distillate Fuel Oil,2016
0201090,Akutan,,111,Water at Hydroelectric Turbine,2016
0201090,Akutan,,447,Distillate Fuel Oil,2017
0201090,Akutan,,114,Water at Hydroelectric Turbine,2017
0201090,Akutan,,539,Distillate Fuel Oil,2018
0201090,Akutan,,102,Water at Hydroelectric Turbine,2018
0201090,Akutan,,643,Distillate Fuel Oil,2019
0201090,Akutan,,0,Water at Hydroelectric Turbine,2019
0201090,Akutan,,442,Distillate Fuel Oil,2020
0201090,Akutan,,29,Water at Hydroelectric Turbine,2020
0201090,Akutan,,516,Distillate Fuel Oil,2021
0201090,Akutan,,168,Water at Hydroelectric Turbine,2021
0201200,Alakanuk,3096,,Distillate Fuel Oil,2001
0201200,Alakanuk,,3306,Distillate Fuel Oil,2002
0201200,Alakanuk,,3640,Distillate Fuel Oil,2003
0201200,Alakanuk,,3692,Distillate Fuel Oil,2004
0201200,Alakanuk,,3542,Distillate Fuel Oil,2005
0201200,Alakanuk,,3423,Distillate Fuel Oil,2006
0201200,Alakanuk,,3629,Distillate Fuel Oil,2007
0201200,Alakanuk,,3730,Distillate Fuel Oil,2008
0201200,Alakanuk,,3729,Distillate Fuel Oil,2009
0201200,Alakanuk,,3775,Distillate Fuel Oil,2010
0201200,Alakanuk,,3943,Distillate Fuel Oil,2011
0201200,Alakanuk,,4137,Distillate Fuel Oil,2012
0201200,Alakanuk,,4659,Distillate Fuel Oil,2013
0201200,Alakanuk,,4568,Distillate Fuel Oil,2014
0201200,Alakanuk,,4322,Distillate Fuel Oil,2015
0201200,Alakanuk,,2566,Distillate Fuel Oil,2016
0201200,Alakanuk,113,,Jet Fuel,2017
0201200,Alakanuk,0,,Jet Fuel,2018
0201200,Alakanuk,-27,,Jet Fuel,2019
0201200,Alakanuk,0,,Jet Fuel,2020
0201200,Alakanuk,0,,Jet Fuel,2021
0201305,Alatna,575,,Distillate Fuel Oil,2001
0201305,Alatna,,597,Distillate Fuel Oil,2002
0201305,Alatna,,652,Distillate Fuel Oil,2003
0201305,Alatna,,638,Distillate Fuel Oil,2004
0201305,Alatna,,619,Distillate Fuel Oil,2005
0201305,Alatna,,632,Distillate Fuel Oil,2006
0201305,Alatna,,653,Distillate Fuel Oil,2007
0201305,Alatna,,660,Distillate Fuel Oil,2008
0201305,Alatna,,716,Distillate Fuel Oil,2009
0201305,Alatna,,693,Distillate Fuel Oil,2010
0201305,Alatna,,690,Distillate Fuel Oil,2011
0201305,Alatna,,730,Distillate Fuel Oil,2012
0201305,Alatna,,727,Distillate Fuel Oil,2013
0201305,Alatna,,633,Distillate Fuel Oil,2014
0201305,Alatna,,596,Distillate Fuel Oil,2015
0201305,Alatna,,592,Distillate Fuel Oil,2016
0201305,Alatna,,618,Distillate Fuel Oil,2017
0201305,Alatna,,596,Distillate Fuel Oil,2018
0201305,Alatna,,610,Distillate Fuel Oil,2019
0201305,Alatna,,668,Distillate Fuel Oil,2020
0201305,Alatna,,663,Distillate Fuel Oil,2021
0201390,Alcan Border,1558,,Distillate Fuel Oil,2001
0201390,Alcan Border,,1559,Distillate Fuel Oil,2002
0201390,Alcan Border,,1617,Distillate Fuel Oil,2003
0201390,Alcan Border,,1507,Distillate Fuel Oil,2004
0201390,Alcan Border,,1423,Distillate Fuel Oil,2005
0201390,Alcan Border,,1438,Distillate Fuel Oil,2006
0201390,Alcan Border,,1377,Distillate Fuel Oil,2007
0201390,Alcan Border,,1457,Distillate Fuel Oil,2008
0201390,Alcan Border,,1410,Distillate Fuel Oil,2009
0201390,Alcan Border,,1289,Distillate Fuel Oil,2010
0201390,Alcan Border,,1296,Distillate Fuel Oil,2011
0201390,Alcan Border,,1289,Distillate Fuel Oil,2012
0201390,Alcan Border,,1248,Distillate Fuel Oil,2013
0201390,Alcan Border,,1171,Distillate Fuel Oil,2014
0201390,Alcan Border,,1158,Distillate Fuel Oil,2015
0201390,Alcan Border,,1123,Distillate Fuel Oil,2016
0201390,Alcan Border,,1161,Distillate Fuel Oil,2017
0201390,Alcan Border,,1117,Distillate Fuel Oil,2018
0201390,Alcan Border,,1040,Distillate Fuel Oil,2019
0201390,Alcan Border,,1102,Distillate Fuel Oil,2020
0201390,Alcan Border,,1095,Distillate Fuel Oil,2021
0201420,Aleknagik,,8984,Distillate Fuel Oil,2001
0201420,Aleknagik,,18148,Distillate Fuel Oil,2002
0201420,Aleknagik,,18620,Distillate Fuel Oil,2003
0201420,Aleknagik,,19361,Distillate Fuel Oil,2004
0201420,Aleknagik,,19320,Distillate Fuel Oil,2005
0201420,Aleknagik,,19265,Distillate Fuel Oil,2006
0201420,Aleknagik,,18525,Distillate Fuel Oil,2007
0201420,Aleknagik,,18739,Distillate Fuel Oil,2008
0201420,Aleknagik,,18730,Distillate Fuel Oil,2009
0201420,Aleknagik,,19267,Distillate Fuel Oil,2010
0201420,Aleknagik,,18919,Distillate Fuel Oil,2011
0201420,Aleknagik,,19350,Distillate Fuel Oil,2012
0201420,Aleknagik,,18505,Distillate Fuel Oil,2013
0201420,Aleknagik,,18812,Distillate Fuel Oil,2014
0201420,Aleknagik,,18512,Distillate Fuel Oil,2015
0201420,Aleknagik,,18479,Distillate Fuel Oil,2016
0201420,Aleknagik,,19144,Distillate Fuel Oil,2017
0201420,Aleknagik,,19186,Distillate Fuel Oil,2018
0201420,Aleknagik,,19190,Distillate Fuel Oil,2019
0201420,Aleknagik,,18564,Distillate Fuel Oil,2020
0201420,Aleknagik,,19100,Distillate Fuel Oil,2021
0201560,Aleneva,,,,
0201860,Allakaket,575,,Distillate Fuel Oil,2001
0201860,Allakaket,,597,Distillate Fuel Oil,2002
0201860,Allakaket,,652,Distillate Fuel Oil,2003
0201860,Allakaket,,638,Distillate Fuel Oil,2004
0201860,Allakaket,,619,Distillate Fuel Oil,2005
0201860,Allakaket,,632,Distillate Fuel Oil,2006
0201860,Allakaket,,653,Distillate Fuel Oil,2007
0201860,Allakaket,,660,Distillate Fuel Oil,2008
0201860,Allakaket,,716,Distillate Fuel Oil,2009
0201860,Allakaket,,693,Distillate Fuel Oil,2010
0201860,Allakaket,,690,Distillate Fuel Oil,2011
0201860,Allakaket,,730,Distillate Fuel Oil,2012
0201860,Allakaket,,727,Distillate Fuel Oil,2013
0201860,Allakaket,,633,Distillate Fuel Oil,2014
0201860,Allakaket,,596,Distillate Fuel Oil,2015
0201860,Allakaket,,592,Distillate Fuel Oil,2016
0201860,Allakaket,,618,Distillate Fuel Oil,2017
0201860,Allakaket,,596,Distillate Fuel Oil,2018
0201860,Allakaket,,610,Distillate Fuel Oil,2019
0201860,Allakaket,,668,Distillate Fuel Oil,2020
0201860,Allakaket,,663,Distillate Fuel Oil,2021
0201970,Ambler,2227,,Distillate Fuel Oil,2001
0201970,Ambler,,2362,Distillate Fuel Oil,2002
0201970,Ambler,,2620,Distillate Fuel Oil,2003
0201970,Ambler,,2851,Distillate Fuel Oil,2004
0201970,Ambler,,2590,Distillate Fuel Oil,2005
0201970,Ambler,,2631,Distillate Fuel Oil,2006
0201970,Ambler,,2749,Distillate Fuel Oil,2007
0201970,Ambler,,2517,Distillate Fuel Oil,2008
0201970,Ambler,,2507,Distillate Fuel Oil,2009
0201970,Ambler,,2571,Distillate Fuel Oil,2010
0201970,Ambler,,2619,Distillate Fuel Oil,2011
0201970,Ambler,,2702,Distillate Fuel Oil,2012
0201970,Ambler,,2577,Distillate Fuel Oil,2013
0201970,Ambler,,2469,Distillate Fuel Oil,2014
0201970,Ambler,,2727,Distillate Fuel Oil,2015
0201970,Ambler,,2676,Distillate Fuel Oil,2016
0201970,Ambler,,2604,Distillate Fuel Oil,2017
0201970,Ambler,,2470,Distillate Fuel Oil,2018
0201970,Ambler,2353,,Distillate Fuel Oil,2019
0201970,Ambler,,2492,Distillate Fuel Oil,2020
0201970,Ambler,,2661,Distillate Fuel Oil,2021
0202080,Anaktuvuk Pass,,1818,Distillate Fuel Oil,2001
0202080,Anaktuvuk Pass,,4110,Distillate Fuel Oil,2002
0202080,Anaktuvuk Pass,,3921,Distillate Fuel Oil,2003
0202080,Anaktuvuk Pass,,4262,Distillate Fuel Oil,2004
0202080,Anaktuvuk Pass,,4691,Distillate Fuel Oil,2005
0202080,Anaktuvuk Pass,,4663,Distillate Fuel Oil,2006
0202080,Anaktuvuk Pass,3999,,Distillate Fuel Oil,2007
0202080,Anaktuvuk Pass,3185,,Distillate Fuel Oil,2008
0202080,Anaktuvuk Pass,,3942,Distillate Fuel Oil,2009
0202080,Anaktuvuk Pass,,3854,Distillate Fuel Oil,2010
0202080,Anaktuvuk Pass,,3769,Distillate Fuel Oil,2011
0202080,Anaktuvuk Pass,,4251,Distillate Fuel Oil,2012
0202080,Anaktuvuk Pass,,4253,Distillate Fuel Oil,2013
0202080,Anaktuvuk Pass,,4231,Distillate Fuel Oil,2014
0202080,Anaktuvuk Pass,,4110,Distillate Fuel Oil,2015
0202080,Anaktuvuk Pass,,4256,Distillate Fuel Oil,2016
0202080,Anaktuvuk Pass,,4245,Distillate Fuel Oil,2017
0202080,Anaktuvuk Pass,,4033,Distillate Fuel Oil,2018
0202080,Anaktuvuk Pass,,4043,Distillate Fuel Oil,2019
0202080,Anaktuvuk Pass,,4094,Distillate Fuel Oil,2020
0202080,Anaktuvuk Pass,,4260,Distillate Fuel Oil,2021
0203110,Anchor Point,491,,Distillate Fuel Oil,2001
0203110,Anchor Point,599922,,Natural Gas,2001
0203110,Anchor Point,345681,,Water at Hydroelectric Turbine,2001
0203110,Anchor Point,357,,Distillate Fuel Oil,2002
0203110,Anchor Point,778192,,Natural Gas,2002
0203110,Anchor Point,484899,,Water at Hydroelectric Turbine,2002
0203110,Anchor Point,243,,Distillate Fuel Oil,2003
0203110,Anchor Point,399766,,Natural Gas,2003
0203110,Anchor Point,500875,,Water at Hydroelectric Turbine,2003
0203110,Anchor Point,337,,Distillate Fuel Oil,2004
0203110,Anchor Point,398518,,Natural Gas,2004
0203110,Anchor Point,429709,,Water at Hydroelectric Turbine,2004
0203110,Anchor Point,235,,Distillate Fuel Oil,2005
0203110,Anchor Point,490273,,Natural Gas,2005
0203110,Anchor Point,452757,,Water at Hydroelectric Turbine,2005
0203110,Anchor Point,238,,Distillate Fuel Oil,2006
0203110,Anchor Point,2147,,Jet Fuel,2006
0203110,Anchor Point,451055,,Natural Gas,2006
0203110,Anchor Point,343766,,Water at Hydroelectric Turbine,2006
0203110,Anchor Point,383,,Distillate Fuel Oil,2007
0203110,Anchor Point,264,,Jet Fuel,2007
0203110,Anchor Point,443609,,Natural Gas,2007
0203110,Anchor Point,336288,,Water at Hydroelectric Turbine,2007
0203110,Anchor Point,22,,Distillate Fuel Oil,2008
0203110,Anchor Point,0,,Jet Fuel,2008
0203110,Anchor Point,473628,,Natural Gas,2008
0203110,Anchor Point,296759,,Water at Hydroelectric Turbine,2008
0203110,Anchor Point,324,,Distillate Fuel Oil,2009
0203110,Anchor Point,166,,Jet Fuel,2009
0203110,Anchor Point,378362,,Natural Gas,2009
0203110,Anchor Point,362293,,Water at Hydroelectric Turbine,2009
0203110,Anchor Point,205,,Distillate Fuel Oil,2010
0203110,Anchor Point,0,,Jet Fuel,2010
0203110,Anchor Point,354378,,Natural Gas,2010
0203110,Anchor Point,348271,,Water at Hydroelectric Turbine,2010
0203110,Anchor Point,159,,Distillate Fuel Oil,2011
0203110,Anchor Point,0,,Jet Fuel,2011
0203110,Anchor Point,375394,,Natural Gas,2011
0203110,Anchor Point,2739,,Other Gas,2011
0203110,Anchor Point,303900,,Water at Hydroelectric Turbine,2011
0203110,Anchor Point,215,,Distillate Fuel Oil,2012
0203110,Anchor Point,0,,Jet Fuel,2012
0203110,Anchor Point,355032,,Natural Gas,2012
0203110,Anchor Point,2658,,Other Gas,2012
0203110,Anchor Point,397373,,Water at Hydroelectric Turbine,2012
0203110,Anchor Point,100,,Distillate Fuel Oil,2013
0203110,Anchor Point,0,,Jet Fuel,2013
0203110,Anchor Point,170665,,Natural Gas,2013
0203110,Anchor Point,430,,Waste Oil,2013
0203110,Anchor Point,368254,,Water at Hydroelectric Turbine,2013
0203110,Anchor Point,446,,Distillate Fuel Oil,2014
0203110,Anchor Point,0,,Jet Fuel,2014
0203110,Anchor Point,319564,,Natural Gas,2014
0203110,Anchor Point,0,,Waste Oil,2014
0203110,Anchor Point,432575,,Water at Hydroelectric Turbine,2014
0203110,Anchor Point,228,,Distillate Fuel Oil,2015
0203110,Anchor Point,0,,Jet Fuel,2015
0203110,Anchor Point,329205,,Natural Gas,2015
0203110,Anchor Point,471705,,Water at Hydroelectric Turbine,2015
0203110,Anchor Point,87,,Distillate Fuel Oil,2016
0203110,Anchor Point,0,,Jet Fuel,2016
0203110,Anchor Point,330845,,Natural Gas,2016
0203110,Anchor Point,430509,,Water at Hydroelectric Turbine,2016
0203110,Anchor Point,14,,Distillate Fuel Oil,2017
0203110,Anchor Point,0,,Jet Fuel,2017
0203110,Anchor Point,336065,,Natural Gas,2017
0203110,Anchor Point,387060,,Water at Hydroelectric Turbine,2017
0203110,Anchor Point,85,,Distillate Fuel Oil,2018
0203110,Anchor Point,0,,Jet Fuel,2018
0203110,Anchor Point,285534,,Natural Gas,2018
0203110,Anchor Point,404480,,Water at Hydroelectric Turbine,2018
0203110,Anchor Point,63,,Distillate Fuel Oil,2019
0203110,Anchor Point,0,,Jet Fuel,2019
0203110,Anchor Point,301892,,Natural Gas,2019
0203110,Anchor Point,413593,,Water at Hydroelectric Turbine,2019
0203110,Anchor Point,4331,,Distillate Fuel Oil,2020
0203110,Anchor Point,303440,,Natural Gas,2020
0203110,Anchor Point,466636,,Water at Hydroelectric Turbine,2020
0203110,Anchor Point,224,,Distillate Fuel Oil,2021
0203110,Anchor Point,339238,,Natural Gas,2021
0203110,Anchor Point,391019,,Water at Hydroelectric Turbine,2021
0203000,Anchorage,571,,Distillate Fuel Oil,2001
0203000,Anchorage,2690002,,Natural Gas,2001
0203000,Anchorage,59447,,Water at Hydroelectric Turbine,2001
0203000,Anchorage,309,,Distillate Fuel Oil,2002
0203000,Anchorage,2583439,,Natural Gas,2002
0203000,Anchorage,65555,,Water at Hydroelectric Turbine,2002
0203000,Anchorage,257,,Distillate Fuel Oil,2003
0203000,Anchorage,915325,,Natural Gas,2003
0203000,Anchorage,47662,,Water at Hydroelectric Turbine,2003
0203000,Anchorage,321,,Distillate Fuel Oil,2004
0203000,Anchorage,1173130,,Natural Gas,2004
0203000,Anchorage,48351,,Water at Hydroelectric Turbine,2004
0203000,Anchorage,187,,Distillate Fuel Oil,2005
0203000,Anchorage,1090370,,Natural Gas,2005
0203000,Anchorage,34042,,Water at Hydroelectric Turbine,2005
0203000,Anchorage,79,,Distillate Fuel Oil,2006
0203000,Anchorage,1174624,,Natural Gas,2006
0203000,Anchorage,30090,,Water at Hydroelectric Turbine,2006
0203000,Anchorage,122,,Distillate Fuel Oil,2007
0203000,Anchorage,842770,,Natural Gas,2007
0203000,Anchorage,24304,,Water at Hydroelectric Turbine,2007
0203000,Anchorage,110,,Distillate Fuel Oil,2008
0203000,Anchorage,630163,,Natural Gas,2008
0203000,Anchorage,6662,,Water at Hydroelectric Turbine,2008
0203000,Anchorage,258,,Distillate Fuel Oil,2009
0203000,Anchorage,742837,,Natural Gas,2009
0203000,Anchorage,33263,,Water at Hydroelectric Turbine,2009
0203000,Anchorage,445,,Distillate Fuel Oil,2010
0203000,Anchorage,795640,,Natural Gas,2010
0203000,Anchorage,45391,,Water at Hydroelectric Turbine,2010
0203000,Anchorage,120,,Distillate Fuel Oil,2011
0203000,Anchorage,750761,,Natural Gas,2011
0203000,Anchorage,28759,,Water at Hydroelectric Turbine,2011
0203000,Anchorage,691,,Distillate Fuel Oil,2012
0203000,Anchorage,786097,,Natural Gas,2012
0203000,Anchorage,77589,,Water at Hydroelectric Turbine,2012
0203000,Anchorage,588,,Distillate Fuel Oil,2013
0203000,Anchorage,1067689,,Natural Gas,2013
0203000,Anchorage,35928,,Water at Hydroelectric Turbine,2013
0203000,Anchorage,44783,,Wind,2013
0203000,Anchorage,634,,Distillate Fuel Oil,2014
0203000,Anchorage,965377,,Natural Gas,2014
0203000,Anchorage,32050,,Water at Hydroelectric Turbine,2014
0203000,Anchorage,47814,,Wind,2014
0203000,Anchorage,350,,Distillate Fuel Oil,2015
0203000,Anchorage,1052245,,Natural Gas,2015
0203000,Anchorage,16426,,Water at Hydroelectric Turbine,2015
0203000,Anchorage,50561,,Wind,2015
0203000,Anchorage,62,,Distillate Fuel Oil,2016
0203000,Anchorage,774352,,Natural Gas,2016
0203000,Anchorage,86666,,Water at Hydroelectric Turbine,2016
0203000,Anchorage,56022,,Wind,2016
0203000,Anchorage,44,,Distillate Fuel Oil,2017
0203000,Anchorage,890137,,Natural Gas,2017
0203000,Anchorage,25712,,Water at Hydroelectric Turbine,2017
0203000,Anchorage,47716,,Wind,2017
0203000,Anchorage,38,,Distillate Fuel Oil,2018
0203000,Anchorage,746350,,Natural Gas,2018
0203000,Anchorage,59832,,Water at Hydroelectric Turbine,2018
0203000,Anchorage,51828,,Wind,2018
0203000,Anchorage,15,,Distillate Fuel Oil,2019
0203000,Anchorage,561204,,Natural Gas,2019
0203000,Anchorage,46102,,Water at Hydroelectric Turbine,2019
0203000,Anchorage,48221,,Wind,2019
0203000,Anchorage,50,,Distillate Fuel Oil,2020
0203000,Anchorage,577264,,Natural Gas,2020
0203000,Anchorage,60854,,Water at Hydroelectric Turbine,2020
0203000,Anchorage,47200,,Wind,2020
0203000,Anchorage,0,,Distillate Fuel Oil,2021
0203000,Anchorage,651941,,Natural Gas,2021
0203000,Anchorage,36381,,Water at Hydroelectric Turbine,2021
0203000,Anchorage,41759,,Wind,2021
0203220,Anderson,320200,,Coal,2001
0203220,Anderson,10179,,Distillate Fuel Oil,2001
0203220,Anderson,579967,,Residual Fuel Oil,2001
0203220,Anderson,481091,,Coal,2002
0203220,Anderson,17427,,Distillate Fuel Oil,2002
0203220,Anderson,546300,,Residual Fuel Oil,2002
0203220,Anderson,32,,Waste Oil,2002
0203220,Anderson,1031,,Wood Waste Solids,2002
0203220,Anderson,456747,,Coal,2003
0203220,Anderson,6742,,Distillate Fuel Oil,2003
0203220,Anderson,454116,,Residual Fuel Oil,2003
0203220,Anderson,64,,Waste Oil,2003
0203220,Anderson,761,,Wood Waste Solids,2003
0203220,Anderson,519937,,Coal,2004
0203220,Anderson,6566,,Distillate Fuel Oil,2004
0203220,Anderson,360534,,Residual Fuel Oil,2004
0203220,Anderson,0,,Waste Oil,2004
0203220,Anderson,388,,Wood Waste Solids,2004
0203220,Anderson,525017,,Coal,2005
0203220,Anderson,5441,,Distillate Fuel Oil,2005
0203220,Anderson,360562,,Residual Fuel Oil,2005
0203220,Anderson,0,,Waste Oil,2005
0203220,Anderson,382,,Wood Waste Solids,2005
0203220,Anderson,532341,,Coal,2006
0203220,Anderson,4734,,Distillate Fuel Oil,2006
0203220,Anderson,337599,,Residual Fuel Oil,2006
0203220,Anderson,0,,Waste Oil,2006
0203220,Anderson,514,,Wood Waste Solids,2006
0203220,Anderson,538127,,Coal,2007
0203220,Anderson,6127,,Distillate Fuel Oil,2007
0203220,Anderson,284406,,Jet Fuel,2007
0203220,Anderson,437,,Natural Gas,2007
0203220,Anderson,266302,,Residual Fuel Oil,2007
0203220,Anderson,0,,Waste Oil,2007
0203220,Anderson,22,,Wood Waste Solids,2007
0203220,Anderson,512424,,Coal,2008
0203220,Anderson,7279,,Distillate Fuel Oil,2008
0203220,Anderson,387338,,Jet Fuel,2008
0203220,Anderson,0,,Natural Gas,2008
0203220,Anderson,126670,,Residual Fuel Oil,2008
0203220,Anderson,0,,Wood Waste Solids,2008
0203220,Anderson,460746,,Coal,2009
0203220,Anderson,6375,,Distillate Fuel Oil,2009
0203220,Anderson,370544,,Jet Fuel,2009
0203220,Anderson,0,,Natural Gas,2009
0203220,Anderson,343137,,Residual Fuel Oil,2009
0203220,Anderson,376495,,Coal,2010
0203220,Anderson,6032,,Distillate Fuel Oil,2010
0203220,Anderson,75585,,Jet Fuel,2010
0203220,Anderson,640,,Natural Gas,2010
0203220,Anderson,192178,,Residual Fuel Oil,2010
0203220,Anderson,403169,,Coal,2011
0203220,Anderson,2794,,Distillate Fuel Oil,2011
0203220,Anderson,246272,,Jet Fuel,2011
0203220,Anderson,2838,,Natural Gas,2011
0203220,Anderson,102591,,Residual Fuel Oil,2011
0203220,Anderson,408258,,Coal,2012
0203220,Anderson,6312,,Distillate Fuel Oil,2012
0203220,Anderson,158592,,Jet Fuel,2012
0203220,Anderson,2684,,Natural Gas,2012
0203220,Anderson,175534,,Residual Fuel Oil,2012
0203220,Anderson,426432,,Coal,2013
0203220,Anderson,2413,,Distillate Fuel Oil,2013
0203220,Anderson,173740,,Jet Fuel,2013
0203220,Anderson,4999,,Natural Gas,2013
0203220,Anderson,33991,,Residual Fuel Oil,2013
0203220,Anderson,72610,,Wind,2013
0203220,Anderson,0,,Wood Waste Solids,2013
0203220,Anderson,382807,,Coal,2014
0203220,Anderson,2350,,Distillate Fuel Oil,2014
0203220,Anderson,162840,,Jet Fuel,2014
0203220,Anderson,2161,,Natural Gas,2014
0203220,Anderson,47427,,Residual Fuel Oil,2014
0203220,Anderson,76279,,Wind,2014
0203220,Anderson,0,,Wood Waste Solids,2014
0203220,Anderson,422876,,Coal,2015
0203220,Anderson,13419,,Distillate Fuel Oil,2015
0203220,Anderson,0,,Jet Fuel,2015
0203220,Anderson,0,,Natural Gas,2015
0203220,Anderson,48522,,Residual Fuel Oil,2015
0203220,Anderson,114703,,Waste Oil,2015
0203220,Anderson,76784,,Wind,2015
0203220,Anderson,0,,Wood Waste Solids,2015
0203220,Anderson,395036,,Coal,2016
0203220,Anderson,42508,,Distillate Fuel Oil,2016
0203220,Anderson,-2392,,Electricity used for Energy Storage,2016
0203220,Anderson,0,,Jet Fuel,2016
0203220,Anderson,1130,,Natural Gas,2016
0203220,Anderson,0,,Residual Fuel Oil,2016
0203220,Anderson,68739,,Waste Oil,2016
0203220,Anderson,78291,,Wind,2016
0203220,Anderson,0,,Wood Waste Solids,2016
0203220,Anderson,370014,,Coal,2017
0203220,Anderson,57450,,Distillate Fuel Oil,2017
0203220,Anderson,-2711,,Electricity used for Energy Storage,2017
0203220,Anderson,0,,Jet Fuel,2017
0203220,Anderson,555,,Natural Gas,2017
0203220,Anderson,0,,Residual Fuel Oil,2017
0203220,Anderson,107717,,Waste Oil,2017
0203220,Anderson,64120,,Wind,2017
0203220,Anderson,0,,Wood Waste Solids,2017
